Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[616]    0.0    0.00    0.00     150         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::new_allocator() [616]
-----------------------------------------------
                0.00    0.00     150/150         std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::~allocator() [619]
[617]    0.0    0.00    0.00     150         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::~new_allocator() [617]
-----------------------------------------------
                0.00    0.00       1/150         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Metal, std::allocator<Metal>, Color, double>(Metal*&, std::_Sp_alloc_shared_tag<std::allocator<Metal> >, Color&&, double&&) [893]
                0.00    0.00      74/150         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Metal, std::allocator<Metal>, Color&, double&>(Metal*&, std::_Sp_alloc_shared_tag<std::allocator<Metal> >, Color&, double&) [659]
                0.00    0.00      75/150         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [647]
[618]    0.0    0.00    0.00     150         std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::allocator<Metal>(std::allocator<Metal> const&) [618]
                0.00    0.00     150/150         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::new_allocator() [616]
-----------------------------------------------
                0.00    0.00       1/150         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Metal, std::allocator<Metal>, Color, double>(Metal*&, std::_Sp_alloc_shared_tag<std::allocator<Metal> >, Color&&, double&&) [893]
                0.00    0.00      74/150         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Metal, std::allocator<Metal>, Color&, double&>(Metal*&, std::_Sp_alloc_shared_tag<std::allocator<Metal> >, Color&, double&) [659]
                0.00    0.00      75/150         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [647]
[619]    0.0    0.00    0.00     150         std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::~allocator() [619]
                0.00    0.00     150/150         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::~new_allocator() [617]
-----------------------------------------------
                0.00    0.00     150/150         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [623]
[620]    0.0    0.00    0.00     150         std::_Sp_ebo_helper<0, std::allocator<Metal>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<Metal>, true>&) [620]
-----------------------------------------------
                0.00    0.00      75/150         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >&) [653]
                0.00    0.00      75/150         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [647]
[621]    0.0    0.00    0.00     150         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>*) [621]
                0.00    0.00     150/150         std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >&) [624]
-----------------------------------------------
                0.00    0.00       1/150         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Metal, std::allocator<Metal>, Color, double>(Metal*&, std::_Sp_alloc_shared_tag<std::allocator<Metal> >, Color&&, double&&) [893]
                0.00    0.00      74/150         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Metal, std::allocator<Metal>, Color&, double&>(Metal*&, std::_Sp_alloc_shared_tag<std::allocator<Metal> >, Color&, double&) [659]
                0.00    0.00      75/150         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [647]
[622]    0.0    0.00    0.00     150         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [622]
                0.00    0.00      75/75          std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::deallocate(std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [645]
-----------------------------------------------
                0.00    0.00      75/150         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [648]
                0.00    0.00      75/150         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [647]
[623]    0.0    0.00    0.00     150         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [623]
                0.00    0.00     150/150         std::_Sp_ebo_helper<0, std::allocator<Metal>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<Metal>, true>&) [620]
-----------------------------------------------
                0.00    0.00     150/150         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>*) [621]
[624]    0.0    0.00    0.00     150         std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >&) [624]
-----------------------------------------------
                0.00    0.00     149/149         __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >) [210]
[625]    0.0    0.00    0.00     149         __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > > std::__niter_wrap<__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, std::shared_ptr<hittable>*>(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, std::shared_ptr<hittable>*) [625]
                0.00    0.00     149/596         std::shared_ptr<hittable>* std::__niter_base<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >) [495]
                0.00    0.00     149/2548        __gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >::operator+(long) const [429]
-----------------------------------------------
                0.00    0.00      24/117         void std::_Destroy_aux<false>::__destroy<std::thread*>(std::thread*, std::thread*) [880]
                0.00    0.00      31/117         void std::__relocate_object_a<std::thread, std::thread, std::allocator<std::thread> >(std::thread*, std::thread*, std::allocator<std::thread>&) [703]
                0.00    0.00      62/117         std::thread* std::__relocate_a_1<std::thread*, std::thread*, std::allocator<std::thread> >(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&) [797]
[626]    0.0    0.00    0.00     117         std::thread* std::__addressof<std::thread>(std::thread&) [626]
-----------------------------------------------
                0.00    0.00       1/113         std::thread::thread() [917]
                0.00    0.00      24/113         std::thread::thread<ThreadPool::ThreadPool(unsigned long, bool)::{lambda()#2}, , void>(ThreadPool::ThreadPool(unsigned long, bool)::{lambda()#2}&&) [730]
                0.00    0.00      31/113         std::thread::thread(std::thread&&) [701]
                0.00    0.00      57/113         std::thread::joinable() const [673]
[627]    0.0    0.00    0.00     113         std::thread::id::id() [627]
-----------------------------------------------
                0.00    0.00      93/93          std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::thread::id> >, std::is_move_constructible<std::thread::id>, std::is_move_assignable<std::thread::id> >::value, void>::type std::swap<std::thread::id>(std::thread::id&, std::thread::id&) [705]
[628]    0.0    0.00    0.00      93         std::remove_reference<std::thread::id&>::type&& std::move<std::thread::id&>(std::thread::id&) [628]
-----------------------------------------------
                0.00    0.00      76/76          std::allocator<dielectric>::~allocator() [630]
[629]    0.0    0.00    0.00      76         __gnu_cxx::new_allocator<dielectric>::~new_allocator() [629]
-----------------------------------------------
                0.00    0.00      19/76          std::shared_ptr<dielectric> std::make_shared<dielectric, double>(double&&) [772]
                0.00    0.00      19/76          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<dielectric, std::allocator<dielectric>, double>(dielectric*&, std::_Sp_alloc_shared_tag<std::allocator<dielectric> >, double&&) [758]
                0.00    0.00      19/76          std::_Sp_ebo_helper<0, std::allocator<dielectric>, true>::~_Sp_ebo_helper() [757]
                0.00    0.00      19/76          std::_Sp_counted_ptr_inplace<dielectric, std::allocator<dielectric>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<double>(std::allocator<dielectric>, double&&) [769]
[630]    0.0    0.00    0.00      76         std::allocator<dielectric>::~allocator() [630]
                0.00    0.00      76/76          __gnu_cxx::new_allocator<dielectric>::~new_allocator() [629]
-----------------------------------------------
                0.00    0.00       1/75          void __gnu_cxx::new_allocator<Metal>::construct<Metal, Color, double>(Metal*, Color&&, double&&) [854]
                0.00    0.00      74/75          void __gnu_cxx::new_allocator<Metal>::construct<Metal, Color&, double&>(Metal*, Color&, double&) [654]
[631]    0.0    0.00    0.00      75         Metal::Metal(Color const&, double) [631]
                0.00    0.00      75/485         Material::Material() [536]
                0.00    0.00      75/24401       Color::Color(Color const&) [380]
-----------------------------------------------
                0.00    0.00      75/75          void __gnu_cxx::new_allocator<Metal>::destroy<Metal>(Metal*) [633]
[632]    0.0    0.00    0.00      75         Metal::~Metal() [632]
                0.00    0.00      75/485         Material::~Material() [537]
-----------------------------------------------
                0.00    0.00      75/75          void std::allocator_traits<std::allocator<Metal> >::destroy<Metal>(std::allocator<Metal>&, Metal*) [644]
[633]    0.0    0.00    0.00      75         void __gnu_cxx::new_allocator<Metal>::destroy<Metal>(Metal*) [633]
                0.00    0.00      75/75          Metal::~Metal() [632]
-----------------------------------------------
                0.00    0.00      75/75          std::allocator<Metal>::allocator() [638]
[634]    0.0    0.00    0.00      75         __gnu_cxx::new_allocator<Metal>::new_allocator() [634]
-----------------------------------------------
                0.00    0.00      75/75          std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::deallocate(std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [645]
[635]    0.0    0.00    0.00      75         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::deallocate(std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [635]
-----------------------------------------------
                0.00    0.00      75/75          std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::allocate(std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >&, unsigned long) [646]
[636]    0.0    0.00    0.00      75         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::allocate(unsigned long, void const*) [636]
                0.00    0.00      75/75          __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::_M_max_size() const [637]
-----------------------------------------------
                0.00    0.00      75/75          __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::allocate(unsigned long, void const*) [636]
[637]    0.0    0.00    0.00      75         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::_M_max_size() const [637]
-----------------------------------------------
                0.00    0.00       1/75          std::shared_ptr<Metal> std::make_shared<Metal, Color, double>(Color&&, double&&) [920]
                0.00    0.00      74/75          std::shared_ptr<Metal> std::make_shared<Metal, Color&, double&>(Color&, double&) [662]
[638]    0.0    0.00    0.00      75         std::allocator<Metal>::allocator() [638]
                0.00    0.00      75/75          __gnu_cxx::new_allocator<Metal>::new_allocator() [634]
-----------------------------------------------
                0.00    0.00       1/75          std::__shared_ptr<Metal, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Metal>, Color, double>(std::_Sp_alloc_shared_tag<std::allocator<Metal> >, Color&&, double&&) [889]
                0.00    0.00      74/75          std::__shared_ptr<Metal, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Metal>, Color&, double&>(std::_Sp_alloc_shared_tag<std::allocator<Metal> >, Color&, double&) [657]
[639]    0.0    0.00    0.00      75         std::enable_if<!std::__shared_ptr<Metal, (__gnu_cxx::_Lock_policy)2>::__has_esft_base<Metal, void>::value, void>::type std::__shared_ptr<Metal, (__gnu_cxx::_Lock_policy)2>::_M_enable_shared_from_this_with<Metal, Metal>(Metal*) [639]
-----------------------------------------------
                0.00    0.00      75/75          std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_Impl::_Impl(std::allocator<Metal>) [649]
[640]    0.0    0.00    0.00      75         std::_Sp_ebo_helper<0, std::allocator<Metal>, true>::_Sp_ebo_helper(std::allocator<Metal> const&) [640]
                0.00    0.00      75/225         std::allocator<Metal>::allocator(std::allocator<Metal> const&) [612]
-----------------------------------------------
                0.00    0.00      75/75          std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_Impl::~_Impl() [650]
[641]    0.0    0.00    0.00      75         std::_Sp_ebo_helper<0, std::allocator<Metal>, true>::~_Sp_ebo_helper() [641]
                0.00    0.00      75/300         std::allocator<Metal>::~allocator() [601]
-----------------------------------------------
                0.00    0.00       1/75          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Metal, std::allocator<Metal>, Color, double>(Metal*&, std::_Sp_alloc_shared_tag<std::allocator<Metal> >, Color&&, double&&) [893]
                0.00    0.00      74/75          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Metal, std::allocator<Metal>, Color&, double&>(Metal*&, std::_Sp_alloc_shared_tag<std::allocator<Metal> >, Color&, double&) [659]
[642]    0.0    0.00    0.00      75         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::get() [642]
                0.00    0.00      75/75          std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>* std::__to_address<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >(std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>*) [652]
-----------------------------------------------
                0.00    0.00       1/75          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Metal, std::allocator<Metal>, Color, double>(Metal*&, std::_Sp_alloc_shared_tag<std::allocator<Metal> >, Color&&, double&&) [893]
                0.00    0.00      74/75          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Metal, std::allocator<Metal>, Color&, double&>(Metal*&, std::_Sp_alloc_shared_tag<std::allocator<Metal> >, Color&, double&) [659]
[643]    0.0    0.00    0.00      75         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::operator=(decltype(nullptr)) [643]
-----------------------------------------------
                0.00    0.00      75/75          std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [648]
[644]    0.0    0.00    0.00      75         void std::allocator_traits<std::allocator<Metal> >::destroy<Metal>(std::allocator<Metal>&, Metal*) [644]
                0.00    0.00      75/75          void __gnu_cxx::new_allocator<Metal>::destroy<Metal>(Metal*) [633]
-----------------------------------------------
                0.00    0.00      75/75          std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [622]
[645]    0.0    0.00    0.00      75         std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::deallocate(std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [645]
                0.00    0.00      75/75          __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::deallocate(std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [635]
-----------------------------------------------
                0.00    0.00      75/75          std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >&) [653]
[646]    0.0    0.00    0.00      75         std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::allocate(std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >&, unsigned long) [646]
                0.00    0.00      75/75          __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::allocate(unsigned long, void const*) [636]
-----------------------------------------------
                0.00    0.00      75/75          std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 2> [105]
[647]    0.0    0.00    0.00      75         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [647]
                0.00    0.00      75/150         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [623]
                0.00    0.00      75/150         std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::allocator<Metal>(std::allocator<Metal> const&) [618]
                0.00    0.00      75/75          std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr_inplace() [651]
                0.00    0.00      75/150         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>*) [621]
                0.00    0.00      75/150         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [622]
                0.00    0.00      75/150         std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >::~allocator() [619]
-----------------------------------------------
                0.00    0.00      75/75          std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 2> [105]
[648]    0.0    0.00    0.00      75         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [648]
                0.00    0.00      75/225         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [613]
                0.00    0.00      75/75          void std::allocator_traits<std::allocator<Metal> >::destroy<Metal>(std::allocator<Metal>&, Metal*) [644]
                0.00    0.00      75/150         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [623]
-----------------------------------------------
                0.00    0.00       1/75          std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<Color, double>(std::allocator<Metal>, Color&&, double&&) [898]
                0.00    0.00      74/75          std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<Color&, double&>(std::allocator<Metal>, Color&, double&) [661]
[649]    0.0    0.00    0.00      75         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_Impl::_Impl(std::allocator<Metal>) [649]
                0.00    0.00      75/75          std::_Sp_ebo_helper<0, std::allocator<Metal>, true>::_Sp_ebo_helper(std::allocator<Metal> const&) [640]
-----------------------------------------------
                0.00    0.00      75/75          std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr_inplace() [651]
[650]    0.0    0.00    0.00      75         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_Impl::~_Impl() [650]
                0.00    0.00      75/75          std::_Sp_ebo_helper<0, std::allocator<Metal>, true>::~_Sp_ebo_helper() [641]
-----------------------------------------------
                0.00    0.00      75/75          std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [647]
[651]    0.0    0.00    0.00      75         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr_inplace() [651]
                0.00    0.00      75/75          std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>::_Impl::~_Impl() [650]
                0.00    0.00      75/1481        std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::~_Sp_counted_base() [442]
-----------------------------------------------
                0.00    0.00      75/75          std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::get() [642]
[652]    0.0    0.00    0.00      75         std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>* std::__to_address<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >(std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>*) [652]
-----------------------------------------------
                0.00    0.00       1/75          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Metal, std::allocator<Metal>, Color, double>(Metal*&, std::_Sp_alloc_shared_tag<std::allocator<Metal> >, Color&&, double&&) [893]
                0.00    0.00      74/75          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Metal, std::allocator<Metal>, Color&, double&>(Metal*&, std::_Sp_alloc_shared_tag<std::allocator<Metal> >, Color&, double&) [659]
[653]    0.0    0.00    0.00      75         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >&) [653]
                0.00    0.00      75/75          std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::allocate(std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >&, unsigned long) [646]
                0.00    0.00      75/150         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Metal, std::allocator<Metal>, (__gnu_cxx::_Lock_policy)2>*) [621]
-----------------------------------------------
